LAVORAZIONE;SUPERFICEVISTA;DIAMETRO;PERIMETROESTERNO;AREA;PESO;CODICECLIENTE;NDISCLIENTE;IMBALLO;NUMEROMATRICE;STATOFISICO;LEGA;RIFERIMENTO;SCALA;NUMERODISEGNO;DISEGNATORE;REVISIONE;DATA;NUMEROARTICOLO;TOLLERANZE;RAGGI;RAGGI1;RAGGI2;RESISTENZA_X;RESISTENZA_Y;INERZIA_Y;INERZIA_X;NOME_FILE
L-;-----;32.4;70.2;72.4;195;000120;Supporto ;-;58099;T6;EN-AW-6060;A7;1:1 5:1;58099;SV;00;28/04/2023;58099;UNI-EN-755-9;0.2;-;-;0.31;0.08;0.03;0.54;S:\disegni\Posta_in_uscita_UTF\58099.dwg
